Date,US_10Y,US_30Y,US_5Y,Germany_5Y,Germany_10Y,UK_5Y,UK_10Y,US_CPI,Germany_CPI,France_CPI,Italy_CPI,Spain_CPI,Poland_CPI,UK_CPI_YoY
2019-03-01,1.88,1.96,1.78,N/A,N/A,N/A,N/A,1.8831863513063984,1.2633456798280651,1.1094890510948918,0.982318271119853,1.337626271528336,1.6666650416666373,1.9
2019-04-01,1.95,1.97,1.85,N/A,N/A,N/A,N/A,2.000583470209061,2.0368086022506393,1.2631169840652934,1.079489695780178,1.5211038346151673,2.2906770820698252,2.1
2019-05-01,1.74,1.9,1.58,N/A,N/A,N/A,N/A,1.7959105553606136,1.443744208134734,0.9384674922600533,0.7827788649706457,0.8098724744424413,2.2852617750615423,2.0
2019-06-01,1.69,1.78,1.53,N/A,N/A,N/A,N/A,1.671194894390049,1.634631931419106,1.170552384637702,0.6835937499999778,0.4285516796461053,2.5196826020211116,2.0
2019-07-01,1.76,1.8,1.56,N/A,N/A,N/A,N/A,1.826331335037068,1.724137931034475,1.0650658404337765,0.3894839337877265,0.5268929079769835,2.7624282607367823,2.1
2019-08-01,1.55,1.63,1.35,N/A,N/A,N/A,N/A,1.7376412106666406,1.4354547663834039,1.0406629408363788,0.38797284190106307,0.32771594346756583,2.7624282607367823,1.7
2019-09-01,1.53,1.65,1.35,N/A,N/A,N/A,N/A,1.6844977040391562,1.2416262802301459,0.9076863653920464,0.29239766081872176,0.08351152979253484,2.5196826020211116,1.7
2019-10-01,1.54,1.64,1.44,N/A,N/A,N/A,N/A,1.7339736996186295,1.1439464341029826,0.7620333751326314,0.19493177387914784,0.1287481556278003,2.3529389093424724,1.5
2019-11-01,1.61,1.74,1.5,N/A,N/A,N/A,N/A,2.092290394862917,1.055677842663516,1.0343160947317465,0.1953124999999778,0.4080688911246133,2.43137020632056,1.5
2019-12-01,1.77,1.78,1.68,N/A,N/A,N/A,N/A,2.3195274699624457,1.5354441772678973,1.4593602010244622,0.4887585532746819,0.788051484878638,3.2156831761013915,1.3
2020-01-01,1.65,1.79,1.6,N/A,N/A,N/A,N/A,2.599767976845202,1.740812940207248,1.4852926900301044,0.48828125,1.0969065349691887,4.402511471312298,1.8
2020-02-01,1.41,1.68,1.33,N/A,N/A,N/A,N/A,2.3413166797595197,1.6533853220994876,1.4263535804385885,0.29268292682926855,0.7309421171815433,4.698507617758518,1.7
2020-03-01,0.87,1.29,0.49,N/A,N/A,N/A,N/A,1.4940399642909163,1.465494245682586,0.6737895851381293,0.09727626459143934,-0.017586716038320294,4.6057723199087075,1.5
2020-04-01,1.07,1.39,0.72,N/A,N/A,N/A,N/A,0.3130472940411133,0.6012307838525022,0.3262329687200083,0.0,-0.7168215331543215,3.3976801744754592,0.8
2020-05-01,1.15,1.46,0.83,N/A,N/A,N/A,N/A,0.1982013035848551,0.41027304738487924,0.3642288891018808,-0.1941747572815511,-0.9158413241889374,2.9275781228556896,0.5
2020-06-01,1.34,1.55,1.16,N/A,N/A,N/A,N/A,0.7166562831830481,0.22503348543667645,0.20080321285140812,-0.19398642095052043,-0.3417416108409066,3.2258034079082565,0.6
2020-07-01,1.55,1.6,1.4,N/A,N/A,N/A,N/A,0.9968647625897997,-1.040881133747007,0.7760107300249119,-0.38797284190106307,-0.6199350727425834,2.995388878771954,1.0
2020-08-01,1.8,1.71,1.69,N/A,N/A,N/A,N/A,1.2810698495523853,-0.8541969878614664,0.2193400724775918,-0.48309178743961567,-0.519322032593339,2.9185840357265125,0.2
2020-09-01,1.63,1.76,1.5,N/A,N/A,N/A,N/A,1.3910228912373812,-0.8541969878614664,0.04784688995214115,-0.5830903790087549,-0.3698581488614239,3.148998564862815,0.5
2020-10-01,1.7,1.86,1.59,N/A,N/A,N/A,N/A,1.2303863428671624,-0.7488854357001751,0.04786521156423529,-0.29182879377431803,-0.8091458549980945,2.988502933808812,0.7
2020-11-01,1.77,1.88,1.68,N/A,N/A,N/A,N/A,1.1757452138405844,-0.19512408182488228,0.20091848450058958,-0.19493177387913674,-0.8149143407415349,2.9862146488756736,0.3
2020-12-01,1.99,2.0,1.95,N/A,N/A,N/A,N/A,1.3204191315779434,-0.5671079291157621,-0.019051247856749498,-0.1945525291828787,-0.5321154732475741,2.279633130294756,0.6
2021-01-01,2.13,2.1,2.21,N/A,N/A,N/A,N/A,1.3553199782346148,1.2024615677049821,0.5548115553855038,0.38872691933915515,0.457061860577368,2.6355397305995565,0.7
2021-02-01,2.15,2.14,2.39,N/A,N/A,N/A,N/A,1.667502410800381,1.4984772651037037,0.5644312637520299,0.5836575875486361,-0.016463330098437368,2.4682101479437613,0.4
2021-03-01,2.37,2.23,2.54,N/A,N/A,N/A,N/A,2.623645747764214,1.7946053088239822,1.109092647480625,0.7774538386783325,1.3418511824797807,3.283579079193344,0.7
2021-04-01,2.41,2.25,2.57,N/A,N/A,N/A,N/A,4.137373453318349,1.9920623598844056,1.243305279265483,1.0679611650485477,2.2291041957341218,4.182221704358113,1.5
2021-05-01,2.42,2.33,2.57,N/A,N/A,N/A,N/A,4.9264665639830785,2.191211911939628,1.422977748066101,1.2645914396887115,2.717222146738485,4.715564526140104,2.1
2021-06-01,2.32,2.29,2.47,N/A,N/A,N/A,N/A,5.317418943207719,2.388078013883188,1.4791487737379594,1.263362487852282,2.7323730476712216,4.1666628580725895,2.5
2021-07-01,2.4,2.23,2.56,N/A,N/A,N/A,N/A,5.269167647240969,3.7111807299064603,1.1502994581233938,1.9474196689386547,2.8815888809307078,4.847124567711791,2.0
2021-08-01,2.33,2.23,2.48,N/A,N/A,N/A,N/A,5.181323173271246,3.8114546279638617,1.865068036920725,2.038834951456314,3.301791417025668,5.2238758078075875,3.2
2021-09-01,2.37,2.24,2.51,N/A,N/A,N/A,N/A,5.363523425270289,4.112371458661768,2.1616451458632335,2.5415444770283457,4.007229492930864,5.733427368933297,3.1
2021-10-01,2.51,2.35,2.89,N/A,N/A,N/A,N/A,6.226591220771449,4.404356123543773,2.6217586833795714,3.0243902439024417,5.3667831972955105,6.845231838262111,4.2
2021-11-01,2.5,2.38,2.8,N/A,N/A,N/A,N/A,6.865559520296194,4.814479018114959,2.778573474649093,3.7109375,5.516221132370891,7.806684319315038,5.1
2021-12-01,2.56,2.27,2.87,N/A,N/A,N/A,N/A,7.159457345112474,4.909829638605734,2.7534298780487854,3.898635477582846,6.549934900819476,8.692414057473009,5.4
2022-01-01,2.44,2.24,2.82,N/A,N/A,N/A,N/A,7.578082463000535,4.158421978405902,2.8538812785388057,4.8402710551790795,6.13225789159304,9.39104069192589,5.5
2022-02-01,2.62,2.18,3.11,N/A,N/A,N/A,N/A,7.949220898953979,4.330757912975924,3.6339421613394096,5.705996131528046,7.623102914681845,8.540138327320857,6.2
2022-03-01,2.84,2.49,3.34,N/A,N/A,N/A,N/A,8.540780148538584,5.876587664340449,4.482269503546088,6.460945033751209,9.818381916774598,10.982649210839558,7.0
2022-04-01,2.88,2.55,3.3,N/A,N/A,N/A,N/A,8.235161744022502,6.249982632247342,4.827130171925176,5.955811719500481,8.344691078750177,12.329738245807476,9.0
2022-05-01,2.64,2.47,2.96,N/A,N/A,N/A,N/A,8.530051713089225,7.017597381886764,5.197740112994342,6.820365033621534,8.72734061385676,13.93851527985479,9.1
2022-06-01,2.33,2.47,2.58,N/A,N/A,N/A,N/A,8.999298141923106,6.705578057220407,5.839759262742139,7.965451055662176,10.216400581500128,15.571414907498315,9.4
2022-07-01,2.53,2.22,2.73,N/A,N/A,N/A,N/A,8.447778206754553,6.673057341784916,6.08082706766917,7.927411652340011,10.770194703053381,15.64721250169292,10.1
2022-08-01,2.48,2.29,2.58,N/A,N/A,N/A,N/A,8.216255059541266,6.956480300297652,5.913124708080342,8.372978116079931,10.549083144467964,16.241120601250625,9.9
2022-09-01,2.15,2.27,2.14,N/A,N/A,N/A,N/A,8.205751582451759,8.57415426733934,5.551914614736431,8.865586272640602,8.87193771263144,17.25350620003272,10.1
2022-10-01,2.52,2.33,2.67,N/A,N/A,N/A,N/A,7.757261470809462,8.820699552026245,6.200466200466215,11.837121212121215,7.264902311099664,18.036196269157866,11.1
2022-11-01,2.34,2.4,2.41,N/A,N/A,N/A,N/A,7.131380368978291,8.803814375067498,6.150130063173553,11.77024482109228,6.809614471896874,17.724122914409122,10.7
2022-12-01,2.3,2.26,2.33,N/A,N/A,N/A,N/A,6.410831677385809,8.118423496265281,5.850718590635151,11.63227016885553,5.707659989685343,16.81475006360824,10.5
2023-01-01,2.24,2.24,2.27,N/A,N/A,N/A,N/A,6.340296309929161,8.650202370014792,5.993340732519403,9.972299168975063,5.890863042597894,17.505015757925293,10.1
2023-02-01,2.43,2.29,2.58,N/A,N/A,N/A,N/A,5.957648712766894,8.679234139955504,6.278685514962379,9.149130832570895,6.034266020201007,19.23333985999891,10.4
2023-03-01,2.32,2.26,2.4,N/A,N/A,N/A,N/A,4.931348641757127,7.400579635880566,5.701873472712471,7.608695652173902,3.2957108257122947,16.731757451181917,10.1
2023-04-01,2.18,2.23,2.2,N/A,N/A,N/A,N/A,4.946947488062325,7.169104345802002,5.88447328106696,8.15956482320943,4.09592834343786,15.252062069446715,8.7
2023-05-01,2.18,2.26,2.07,N/A,N/A,N/A,N/A,4.125314539356473,6.102000338630487,5.119942713927683,7.643884892086339,3.1932443929047816,13.299864279234885,8.7
2023-06-01,2.22,2.23,2.18,N/A,N/A,N/A,N/A,3.0592533347792994,6.375237127722433,4.5313194135939705,6.400000000000006,1.892594559838967,11.619274243329624,7.9
2023-07-01,2.37,2.27,2.27,N/A,N/A,N/A,N/A,3.28032820234625,6.164979039019669,4.288119075042074,5.9292035398230025,2.3257354552357112,10.824175616611175,6.8
2023-08-01,2.24,2.31,2.15,N/A,N/A,N/A,N/A,3.7186358677607556,6.142789086036071,4.859763626741942,5.443371378402095,2.6155075180803955,9.945155968570173,6.7
2023-09-01,2.35,2.34,2.22,N/A,N/A,N/A,N/A,3.6950823322234427,4.525247900567075,4.896221394358702,5.341506129597184,3.51609353272877,7.8078020469102505,6.7
2023-10-01,2.42,2.47,2.4,N/A,N/A,N/A,N/A,3.2465375076767167,3.788529615280467,3.977172958735742,1.693480101608813,3.467839986396304,6.194685775705566,4.6
2023-11-01,2.23,2.4,2.15,N/A,N/A,N/A,N/A,3.139855644977696,3.1662079833422396,3.4745317696481592,0.6739679865206405,3.2314466982822587,6.2097921624988395,3.9
2023-12-01,2.16,2.19,2.12,N/A,N/A,N/A,N/A,3.322200208829762,3.7102548998742435,3.705325858444297,0.588235294117645,3.101904542529854,6.202453118946005,4.0
2024-01-01,2.26,2.24,2.24,N/A,N/A,N/A,N/A,3.1079425939238847,2.887107307847736,3.1326352530540946,0.8396305625524736,3.406642078992861,3.9954309883608152,4.0
2024-02-01,2.33,2.26,2.4,N/A,N/A,N/A,N/A,3.16642120765831,2.517342028018965,2.962515114873021,0.7544006705783701,2.8038747458041913,3.0456831688519204,3.4
2024-03-01,2.32,2.27,2.38,N/A,N/A,N/A,N/A,3.4690014354717524,2.1533074514878736,2.2947170134429262,1.1784511784511897,3.2067007544485993,2.1193515874924573,3.2
2024-04-01,2.41,2.35,2.43,N/A,N/A,N/A,N/A,3.3540471111874304,2.2298146498602733,2.1872340425531878,0.83822296730931,3.30938979495472,2.491760680504873,2.3
2024-05-01,2.35,2.34,2.34,N/A,N/A,N/A,N/A,3.238866396761142,2.403437110469353,2.2735013623978118,0.7518796992481036,3.631393986723941,2.602502576381638,2.0
2024-06-01,2.28,2.27,2.24,N/A,N/A,N/A,N/A,2.9700853998204435,2.225995692721483,2.1674458138546404,0.8354218880534781,3.4338667624444597,2.7131764489808363,2.0
2024-07-01,2.24,2.28,2.13,N/A,N/A,N/A,N/A,2.9384633061405374,2.305749550854319,2.3022682864667576,1.2531328320801949,2.7687169348399543,4.3840117805062695,2.2
2024-08-01,2.15,2.12,2.01,N/A,N/A,N/A,N/A,2.6109140322338353,1.8723199524695255,1.8252165867608694,1.0824313072439695,2.260720963927043,4.494999420519075,2.2
2024-09-01,2.18,2.11,2.07,N/A,N/A,N/A,N/A,2.432541464144644,1.6129525760379293,1.0992727887705112,0.7481296758104827,1.465355118482714,5.013924145062965,1.7
2024-10-01,2.33,2.28,2.38,N/A,N/A,N/A,N/A,2.5714034967967203,2.037367164111825,1.2327957443215354,0.915903413821817,1.8033801256761794,5.055620355159451,2.3
2024-11-01,2.26,2.29,2.33,N/A,N/A,N/A,N/A,2.7141684004842848,2.2165079750136485,1.2602554343229322,1.3389121338912124,2.4099157415943706,4.798669724024673,2.6
2024-12-01,2.34,2.27,2.38,N/A,N/A,N/A,N/A,2.872366268806581,2.640561867743263,1.3176788580116616,1.2531328320801949,2.8471628536591576,4.683260108392329,2.5
2025-01-01,2.42,2.35,2.54,N/A,N/A,N/A,N/A,2.999412512831112,2.295945115410225,1.6498857771385156,1.498751040799351,2.9355243920018204,5.323883814338659,3.0
2025-02-01,2.38,2.33,2.58,N/A,N/A,N/A,N/A,2.8142703731568686,2.286225543305842,0.7969130106534772,1.580698835274541,2.973474541978871,5.364048308912395,2.8
2025-03-01,2.38,2.25,2.61,N/A,N/A,N/A,N/A,2.4055852640280317,2.192211813839151,0.7616974972796564,1.9134775374376023,2.25509338794303,5.352330024455965,2.6
2025-04-01,2.23,2.2,2.29,N/A,N/A,N/A,N/A,2.3337465177498906,N/A,N/A,N/A,N/A,N/A,3.5
2025-05-01,2.34,2.28,2.39,N/A,N/A,N/A,N/A,2.3759340869898393,N/A,N/A,N/A,N/A,N/A,3.4
2025-06-01,2.29,2.28,2.31,N/A,N/A,N/A,N/A,2.6726833178446263,N/A,N/A,N/A,N/A,N/A,3.6
2025-07-01,2.39,2.31,2.46,N/A,N/A,N/A,N/A,2.7318012794754543,N/A,N/A,N/A,N/A,N/A,3.8
2025-08-01,2.41,2.27,2.47,N/A,N/A,N/A,N/A,2.9392196249335534,N/A,N/A,N/A,N/A,N/A,3.8
2025-09-01,2.36,2.25,2.42,N/A,N/A,N/A,N/A,3.022699626172387,N/A,N/A,N/A,N/A,N/A,3.8
2025-10-01,2.3,2.23,2.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6
2025-11-01,2.23,N/A,2.29,1.684126,1.924184,2.9576988589664674,2.9795682347682284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
